tenure,MonthlyCharges,TotalCharges,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,MonthlyChargeRatio,churn_binary
27,79.5,2180.55,Male,0,No,Yes,Yes,Yes,Fiber optic,77.87678571428572,1
1,89.15,89.15,Male,0,Yes,Yes,Yes,No,Fiber optic,44.575,1
24,20.3,459.95,Female,1,No,No,Yes,No,No,18.398,0
14,74.95,1036.75,Male,1,No,No,Yes,Yes,Fiber optic,69.11666666666666,1
32,74.4,2276.95,Female,1,No,No,Yes,No,Fiber optic,68.99848484848485,1
11,20.0,211.95,Female,0,No,No,Yes,No,No,17.662499999999998,0
1,25.0,25.0,Male,0,No,No,Yes,Yes,No,12.5,0
38,80.45,3162.65,Male,1,No,Yes,Yes,Yes,Fiber optic,81.09358974358975,0
9,19.75,210.65,Female,0,Yes,Yes,Yes,No,No,21.065,0
54,65.65,3566.7,Male,0,Yes,Yes,Yes,Yes,DSL,64.8490909090909,0
29,71.0,2080.1,Female,0,No,No,Yes,Yes,DSL,69.33666666666666,0
44,89.2,4040.2,Male,1,Yes,No,Yes,Yes,Fiber optic,89.78222222222222,0
59,86.75,5186.0,Male,0,Yes,Yes,Yes,No,DSL,86.43333333333334,0
3,55.3,196.15,Female,0,No,No,Yes,No,DSL,49.0375,1
18,61.5,1087.45,Female,0,Yes,Yes,Yes,No,DSL,57.23421052631579,0
67,25.1,1672.15,Male,1,No,No,Yes,Yes,No,24.59044117647059,0
22,55.15,1206.05,Female,0,Yes,Yes,Yes,No,DSL,52.43695652173913,1
33,34.05,1113.95,Male,0,No,Yes,No,No phone service,DSL,32.76323529411765,0
5,19.95,107.05,Male,0,No,No,Yes,No,No,17.841666666666665,0
2,19.95,38.15,Female,0,No,No,Yes,No,No,12.716666666666667,0
72,89.7,6339.3,Male,0,Yes,Yes,Yes,Yes,DSL,86.83972602739726,0
9,20.4,184.1,Male,0,No,Yes,Yes,No,No,18.41,0
67,26.3,1688.9,Male,0,Yes,Yes,Yes,Yes,No,24.836764705882356,0
16,84.95,1378.25,Female,0,Yes,No,Yes,Yes,Fiber optic,81.07352941176471,1
8,20.7,137.6,Female,0,No,No,Yes,No,No,15.288888888888888,0
5,43.25,219.0,Male,0,No,No,No,No phone service,DSL,36.5,1
23,48.35,1067.15,Male,0,Yes,Yes,Yes,Yes,DSL,44.46458333333334,1
1,79.55,79.55,Male,0,No,No,Yes,No,Fiber optic,39.775,1
50,71.05,3444.85,Female,1,Yes,No,Yes,No,Fiber optic,67.54607843137255,1
17,19.45,369.05,Male,0,No,No,Yes,No,No,20.50277777777778,0
68,110.8,7553.6,Female,0,Yes,No,Yes,Yes,Fiber optic,109.47246376811594,0
1,84.5,84.5,Male,0,No,No,Yes,Yes,Fiber optic,42.25,1
25,69.3,1813.1,Female,1,Yes,No,Yes,No,Fiber optic,69.73461538461538,0
67,49.35,3321.35,Male,0,No,No,No,No phone service,DSL,48.84338235294118,0
32,20.35,707.5,Male,0,No,No,Yes,No,No,21.439393939393938,0
67,105.6,7112.15,Female,1,Yes,No,Yes,Yes,Fiber optic,104.59044117647058,0
72,64.45,4641.1,Male,1,Yes,No,No,No phone service,DSL,63.57671232876713,0
71,108.6,7690.9,Male,0,Yes,No,Yes,Yes,Fiber optic,106.81805555555555,1
1,49.9,49.9,Male,0,No,Yes,Yes,No,DSL,24.95,0
46,30.3,1380.1,Male,0,No,No,No,No phone service,DSL,29.363829787234042,1
2,30.4,78.65,Female,1,No,No,No,No phone service,DSL,26.21666666666667,1
1,45.4,45.4,Female,0,No,No,Yes,No,DSL,22.7,1
48,65.65,3094.65,Female,0,Yes,No,Yes,No,DSL,63.156122448979595,0
61,103.3,6518.35,Female,0,Yes,No,Yes,Yes,Fiber optic,105.13467741935484,0
32,84.15,2585.95,Female,0,Yes,No,Yes,No,Fiber optic,78.36212121212121,1
2,44.45,82.7,Female,0,No,No,Yes,No,DSL,27.566666666666666,0
3,19.75,58.85,Female,0,No,No,Yes,No,No,14.7125,1
5,85.4,425.9,Female,0,No,No,Yes,No,Fiber optic,70.98333333333333,1
71,89.9,6342.7,Female,0,Yes,Yes,Yes,Yes,DSL,88.09305555555555,0
37,55.05,2030.75,Male,0,Yes,No,Yes,Yes,DSL,53.44078947368421,0
65,104.1,6700.05,Male,0,Yes,Yes,Yes,Yes,Fiber optic,101.51590909090909,0
67,106.6,7244.7,Female,0,No,Yes,Yes,Yes,Fiber optic,106.53970588235293,0
49,75.2,3678.3,Male,0,No,Yes,Yes,Yes,Fiber optic,73.566,1
50,70.5,3486.65,Male,0,Yes,Yes,Yes,Yes,DSL,68.36568627450981,0
25,19.6,411.15,Male,0,Yes,Yes,Yes,No,No,15.813461538461537,0
17,55.85,937.5,Female,0,No,Yes,Yes,Yes,DSL,52.083333333333336,1
64,24.05,1559.15,Female,0,Yes,Yes,Yes,Yes,No,23.986923076923077,0
25,38.1,970.4,Male,0,Yes,No,No,No phone service,DSL,37.323076923076925,0
23,106.4,2483.5,Male,1,No,No,Yes,Yes,Fiber optic,103.47916666666667,1
24,34.25,828.2,Male,1,Yes,No,No,No phone service,DSL,33.128,0
37,100.05,3810.55,Female,0,No,No,Yes,Yes,Fiber optic,100.27763157894738,0
21,68.65,1493.2,Female,0,No,No,Yes,No,Fiber optic,67.87272727272727,0
1,45.8,45.8,Male,0,No,No,Yes,No,DSL,22.9,0
10,75.75,777.3,Female,0,No,No,Yes,Yes,Fiber optic,70.66363636363636,0
6,84.4,556.35,Male,0,No,No,Yes,No,Fiber optic,79.47857142857143,1
51,96.4,4911.05,Male,0,Yes,No,Yes,Yes,Fiber optic,94.44326923076923,0
10,20.55,187.35,Female,0,No,No,Yes,No,No,17.03181818181818,0
6,50.95,307.6,Female,0,No,No,No,No phone service,DSL,43.94285714285714,0
47,90.5,4318.35,Male,0,Yes,Yes,Yes,Yes,DSL,89.965625,0
61,79.4,4820.55,Female,0,Yes,Yes,Yes,Yes,DSL,77.7508064516129,0
52,58.75,3038.55,Female,0,No,No,No,No phone service,DSL,57.3311320754717,0
35,59.45,2136.9,Female,0,Yes,Yes,Yes,Yes,DSL,59.358333333333334,0
71,105.7,7472.15,Male,0,Yes,No,Yes,Yes,Fiber optic,103.7798611111111,0
6,56.25,389.1,Female,0,No,No,Yes,No,DSL,55.58571428571429,1
45,53.3,2296.25,Male,0,Yes,No,Yes,No,DSL,49.91847826086956,0
2,85.55,187.45,Female,1,No,No,Yes,Yes,Fiber optic,62.48333333333333,1
4,68.65,261.25,Female,0,No,No,Yes,No,DSL,52.25,1
2,24.3,38.45,Male,0,No,No,No,No phone service,DSL,12.816666666666668,0
4,77.85,299.2,Male,0,No,No,Yes,No,Fiber optic,59.839999999999996,1
51,59.9,3043.6,Male,0,No,No,Yes,Yes,DSL,58.53076923076923,0
60,23.95,1506.4,Male,0,Yes,Yes,Yes,Yes,No,24.695081967213117,0
9,20.15,163.7,Male,0,No,No,Yes,No,No,16.369999999999997,0
3,105.35,323.25,Male,0,No,No,Yes,Yes,Fiber optic,80.8125,1
17,95.65,1640.0,Male,0,No,No,Yes,Yes,Fiber optic,91.11111111111111,0
8,87.05,762.1,Female,0,No,No,Yes,Yes,Fiber optic,84.67777777777778,1
46,81.0,3846.35,Male,0,Yes,Yes,Yes,No,DSL,81.83723404255319,0
68,82.45,5646.6,Female,0,No,No,Yes,No,DSL,81.83478260869566,0
1,53.5,53.5,Male,0,No,No,Yes,No,DSL,26.75,1
4,20.5,79.05,Female,0,Yes,No,Yes,No,No,15.809999999999999,0
1,25.1,25.1,Female,0,No,No,No,No phone service,DSL,12.55,1
28,54.4,1516.6,Male,0,No,Yes,Yes,No,DSL,52.29655172413793,0
39,58.6,2224.5,Female,0,No,No,Yes,No,DSL,55.6125,0
11,84.8,888.75,Male,0,No,No,Yes,No,Fiber optic,74.0625,0
71,61.4,4310.35,Female,0,Yes,No,No,No phone service,DSL,59.865972222222226,0
2,20.4,42.9,Male,0,No,Yes,Yes,No,No,14.299999999999999,0
30,79.65,2365.15,Male,1,Yes,No,Yes,No,Fiber optic,76.29516129032258,1
17,20.15,353.65,Female,0,No,No,Yes,No,No,19.647222222222222,0
55,94.45,5073.1,Female,0,Yes,No,Yes,Yes,Fiber optic,90.59107142857144,0
58,79.8,4526.85,Female,0,No,No,Yes,Yes,Fiber optic,76.72627118644068,0
5,54.2,308.25,Female,0,No,No,Yes,No,DSL,51.375,1
1,19.45,19.45,Female,1,No,No,Yes,No,No,9.725,1
9,74.05,678.45,Male,1,No,No,Yes,Yes,Fiber optic,67.845,0
26,49.15,1237.3,Male,0,No,No,Yes,No,DSL,45.82592592592592,0
50,19.4,1023.95,Female,0,No,No,Yes,No,No,20.077450980392157,0
72,113.65,8182.75,Female,0,Yes,No,Yes,Yes,Fiber optic,112.09246575342466,0
43,106.0,4532.3,Female,0,No,Yes,Yes,No,Fiber optic,103.00681818181819,0
56,25.95,1444.05,Male,0,No,No,Yes,Yes,No,25.33421052631579,0
1,19.1,19.1,Female,0,No,No,Yes,No,No,9.55,0
72,103.4,7372.65,Male,0,Yes,Yes,Yes,Yes,Fiber optic,100.99520547945205,1
72,100.55,7325.1,Male,0,Yes,No,Yes,Yes,Fiber optic,100.34383561643835,0
36,95.4,3474.2,Male,0,Yes,No,Yes,Yes,Fiber optic,93.89729729729729,0
5,75.15,392.65,Male,0,No,No,Yes,No,DSL,65.44166666666666,0
13,84.45,1058.6,Female,0,No,No,Yes,Yes,Fiber optic,75.61428571428571,1
44,89.15,3990.75,Female,1,No,No,Yes,No,Fiber optic,88.68333333333334,0
70,107.9,7475.85,Female,1,Yes,Yes,Yes,Yes,Fiber optic,105.29366197183099,0
44,19.5,835.5,Male,0,No,No,Yes,No,No,18.566666666666666,0
32,85.95,2628.6,Female,1,Yes,No,Yes,Yes,Fiber optic,79.65454545454546,1
69,24.95,1718.35,Female,0,Yes,No,Yes,Yes,No,24.54785714285714,0
16,59.4,1023.9,Female,1,No,No,Yes,No,DSL,60.22941176470588,1
68,19.5,1193.55,Male,1,Yes,Yes,Yes,No,No,17.297826086956523,0
16,69.95,1205.5,Male,0,No,No,Yes,No,Fiber optic,70.91176470588235,0
68,82.85,5776.45,Male,0,Yes,Yes,Yes,No,DSL,83.71666666666667,0
4,19.0,78.9,Male,0,No,No,Yes,No,No,15.780000000000001,0
26,38.85,1025.15,Female,0,Yes,Yes,No,No phone service,DSL,37.96851851851852,0
29,30.6,856.35,Female,0,No,No,No,No phone service,DSL,28.545,1
5,20.35,122.0,Male,0,No,Yes,Yes,No,No,20.333333333333332,0
70,95.0,6602.9,Male,0,Yes,No,Yes,Yes,Fiber optic,92.99859154929577,0
24,74.4,1712.9,Male,0,Yes,No,Yes,No,DSL,68.516,0
72,78.45,5682.25,Female,1,Yes,No,Yes,Yes,DSL,77.83904109589041,0
1,74.3,74.3,Male,0,No,No,Yes,No,Fiber optic,37.15,0
70,51.05,3635.15,Male,0,Yes,No,No,No phone service,DSL,51.19929577464789,0
36,19.2,702.9,Female,0,Yes,Yes,Yes,No,No,18.997297297297298,0
38,99.55,3734.25,Female,1,No,No,Yes,Yes,Fiber optic,95.75,1
17,70.0,1144.5,Female,0,No,No,Yes,No,Fiber optic,63.583333333333336,1
41,109.1,4454.25,Female,0,Yes,Yes,Yes,Yes,Fiber optic,106.05357142857143,0
1,45.3,45.3,Female,0,No,No,Yes,No,DSL,22.65,1
2,29.85,75.6,Male,0,No,No,No,No phone service,DSL,25.2,1
14,76.45,1117.55,Male,0,No,No,Yes,No,Fiber optic,74.50333333333333,0
2,95.1,180.25,Male,1,No,No,Yes,No,Fiber optic,60.083333333333336,1
1,19.8,19.8,Male,0,No,No,Yes,No,No,9.9,1
13,72.8,930.05,Male,0,Yes,Yes,Yes,Yes,DSL,66.43214285714285,0
6,18.95,110.15,Male,0,No,No,Yes,No,No,15.735714285714286,0
4,76.65,333.6,Female,0,No,No,Yes,No,Fiber optic,66.72,1
5,99.15,465.05,Female,0,Yes,Yes,Yes,No,Fiber optic,77.50833333333334,1
15,101.75,1669.4,Female,0,Yes,No,Yes,No,Fiber optic,104.3375,0
47,75.45,3545.1,Female,0,No,No,Yes,No,Fiber optic,73.85625,0
8,64.1,504.05,Female,0,No,No,Yes,No,DSL,56.00555555555556,0
17,25.65,440.2,Male,0,No,No,No,No phone service,DSL,24.455555555555556,0
15,75.1,1151.55,Male,0,Yes,Yes,Yes,No,Fiber optic,71.971875,0
26,95.85,2475.35,Female,0,No,No,Yes,No,Fiber optic,91.67962962962963,0
23,54.4,1249.25,Female,0,No,No,Yes,Yes,DSL,52.052083333333336,0
4,72.75,317.75,Female,1,No,No,Yes,No,Fiber optic,63.55,0
29,19.85,535.05,Male,0,No,Yes,Yes,No,No,17.834999999999997,0
25,19.05,461.3,Female,0,No,No,Yes,No,No,17.742307692307694,0
9,44.95,431.0,Male,0,No,No,Yes,No,DSL,43.1,1
18,49.55,878.35,Male,0,Yes,No,Yes,No,DSL,46.22894736842105,1
3,94.85,335.75,Male,1,No,No,Yes,Yes,Fiber optic,83.9375,0
69,46.25,3121.4,Female,0,Yes,Yes,No,No phone service,DSL,44.59142857142857,0
14,19.35,324.8,Male,0,No,No,Yes,No,No,21.653333333333332,0
19,69.6,1394.55,Male,0,No,No,Yes,Yes,DSL,69.72749999999999,0
39,90.7,3413.25,Male,1,No,No,Yes,Yes,Fiber optic,85.33125,0
31,101.4,3143.65,Male,0,No,No,Yes,No,Fiber optic,98.2390625,0
24,20.25,439.75,Male,0,Yes,Yes,Yes,No,No,17.59,0
14,48.8,664.4,Male,0,Yes,No,Yes,No,DSL,44.29333333333333,0
64,74.35,4759.55,Female,0,Yes,No,Yes,No,DSL,73.22384615384615,0
50,19.35,1033.0,Female,0,No,No,Yes,No,No,20.254901960784313,0
52,68.75,3482.85,Male,0,Yes,Yes,Yes,No,DSL,65.71415094339622,0
28,100.2,2688.45,Male,0,No,No,Yes,Yes,Fiber optic,92.7051724137931,0
21,20.85,435.25,Female,0,No,No,Yes,No,No,19.78409090909091,0
25,95.9,2448.75,Male,0,No,Yes,Yes,No,Fiber optic,94.1826923076923,1
17,19.35,307.0,Female,0,Yes,No,Yes,No,No,17.055555555555557,0
58,45.0,2689.35,Male,0,Yes,No,No,No phone service,DSL,45.582203389830504,0
17,81.5,1329.2,Male,1,Yes,No,Yes,No,Fiber optic,73.84444444444445,1
51,25.5,1281.25,Female,0,Yes,No,Yes,Yes,No,24.639423076923077,0
72,48.9,3527.0,Male,0,Yes,Yes,No,No phone service,DSL,48.31506849315068,0
52,84.1,4348.65,Male,0,Yes,No,Yes,No,Fiber optic,82.05,1
27,19.6,561.15,Female,0,No,No,Yes,No,No,20.041071428571428,0
3,20.0,63.6,Female,0,No,No,Yes,No,No,15.9,0
64,81.3,5129.3,Female,0,Yes,No,Yes,Yes,DSL,78.91230769230769,0
45,95.2,4285.8,Female,0,Yes,No,Yes,No,Fiber optic,93.16956521739131,0
3,36.45,93.7,Male,1,Yes,No,No,No phone service,DSL,23.425,1
71,83.3,5894.5,Female,0,Yes,No,Yes,Yes,DSL,81.86805555555556,0
1,25.05,25.05,Female,1,No,No,No,No phone service,DSL,12.525,1
58,20.3,1160.75,Female,0,Yes,Yes,Yes,No,No,19.673728813559322,0
34,89.85,3091.75,Male,0,Yes,Yes,Yes,No,Fiber optic,88.33571428571429,0
8,49.85,365.55,Female,0,No,No,Yes,No,DSL,40.61666666666667,1
15,19.8,272.95,Female,0,Yes,Yes,Yes,No,No,17.059375,0
66,54.65,3632.0,Male,0,Yes,Yes,No,No phone service,DSL,54.208955223880594,0
12,29.35,381.2,Male,1,No,No,No,No phone service,DSL,29.323076923076922,0
58,19.15,1035.5,Male,0,No,No,Yes,No,No,17.550847457627118,0
3,19.1,52.0,Female,0,Yes,Yes,Yes,No,No,13.0,0
43,55.55,2342.2,Female,1,Yes,No,No,No phone service,DSL,53.23181818181818,1
9,80.55,653.9,Female,0,No,No,Yes,No,Fiber optic,65.39,0
3,20.25,71.2,Female,0,No,No,Yes,No,No,17.8,0
22,69.5,1498.2,Female,0,Yes,Yes,Yes,No,DSL,65.13913043478261,1
40,106.0,4178.65,Male,0,Yes,No,Yes,Yes,Fiber optic,101.91829268292682,0
68,25.5,1821.8,Female,0,No,No,Yes,Yes,No,26.402898550724636,0
54,104.3,5278.15,Male,0,Yes,No,Yes,Yes,Fiber optic,95.96636363636362,1
50,79.6,4024.2,Female,0,No,No,Yes,Yes,DSL,78.90588235294118,0
1,55.25,55.25,Male,0,No,No,Yes,No,DSL,27.625,0
72,88.05,6520.8,Female,0,Yes,No,Yes,Yes,DSL,89.32602739726028,0
40,20.4,854.9,Male,0,No,Yes,Yes,No,No,20.851219512195122,0
72,117.6,8308.9,Female,0,Yes,Yes,Yes,Yes,Fiber optic,113.82054794520548,0
6,20.0,109.2,Female,0,No,No,Yes,No,No,15.6,0
5,19.65,92.05,Female,0,No,No,Yes,No,No,15.341666666666667,0
48,70.55,3420.5,Male,0,Yes,No,Yes,Yes,DSL,69.8061224489796,0
1,93.85,93.85,Female,0,No,No,Yes,Yes,Fiber optic,46.925,1
64,65.8,4068.0,Female,0,Yes,Yes,Yes,No,DSL,62.58461538461538,0
17,20.05,337.9,Female,0,No,No,Yes,No,No,18.772222222222222,0
40,80.0,3168.75,Male,0,Yes,No,Yes,No,Fiber optic,77.28658536585365,0
41,35.4,1412.4,Female,0,Yes,Yes,No,No phone service,DSL,33.62857142857143,0
51,79.6,3974.7,Male,1,No,No,Yes,Yes,Fiber optic,76.43653846153846,0
41,80.25,3439.0,Male,0,Yes,No,Yes,Yes,Fiber optic,81.88095238095238,0
1,50.45,50.45,Female,0,Yes,Yes,Yes,No,DSL,25.225,1
2,20.45,42.45,Female,0,No,No,Yes,No,No,14.15,0
68,79.6,5461.45,Male,0,No,No,Yes,No,Fiber optic,79.15144927536231,0
24,24.7,571.75,Female,0,Yes,Yes,Yes,Yes,No,22.87,0
70,77.3,5498.2,Male,0,Yes,No,Yes,Yes,DSL,77.43943661971831,0
3,29.75,96.85,Male,0,No,No,No,No phone service,DSL,24.2125,0
2,44.9,111.05,Male,0,No,No,Yes,No,DSL,37.016666666666666,0
3,29.8,94.4,Male,0,Yes,No,No,No phone service,DSL,23.6,0
7,74.65,521.1,Female,0,No,No,Yes,Yes,DSL,65.1375,1
13,71.95,923.85,Female,0,No,No,Yes,No,DSL,65.98928571428571,0
7,20.75,141.1,Male,0,No,No,Yes,No,No,17.6375,0
12,56.3,628.65,Male,0,Yes,Yes,Yes,No,DSL,48.357692307692304,0
53,105.25,5576.3,Male,0,Yes,Yes,Yes,Yes,Fiber optic,103.26481481481481,0
12,94.2,1046.1,Female,0,No,No,Yes,Yes,Fiber optic,80.46923076923076,1
63,19.55,1245.6,Male,0,Yes,Yes,Yes,No,No,19.4625,0
15,84.45,1287.85,Female,0,No,No,Yes,No,DSL,80.490625,0
36,53.65,1939.35,Male,0,Yes,Yes,Yes,No,DSL,52.41486486486486,0
4,29.9,118.25,Male,1,Yes,No,No,No phone service,DSL,23.65,0
24,19.7,452.55,Female,0,Yes,Yes,Yes,No,No,18.102,0
61,43.7,2696.55,Female,0,No,No,No,No phone service,DSL,43.49274193548387,0
16,55.3,875.35,Male,0,No,No,Yes,Yes,DSL,51.491176470588236,0
65,19.85,1267.05,Male,0,Yes,Yes,Yes,No,No,19.19772727272727,0
26,19.65,494.9,Female,0,Yes,Yes,Yes,No,No,18.32962962962963,0
16,49.45,799.0,Male,0,No,No,Yes,No,DSL,47.0,0
54,106.55,5763.3,Female,0,Yes,No,Yes,Yes,Fiber optic,104.78727272727274,1
1,20.1,20.1,Male,0,No,No,Yes,No,No,10.05,1
5,20.45,106.9,Male,0,No,Yes,Yes,No,No,17.816666666666666,0
19,39.7,710.05,Female,0,No,No,No,No phone service,DSL,35.5025,0
10,54.5,568.2,Male,0,No,No,Yes,Yes,DSL,51.654545454545456,0
23,83.8,1900.25,Female,0,Yes,Yes,Yes,No,Fiber optic,79.17708333333333,1
3,55.15,159.15,Male,0,No,No,Yes,No,DSL,39.7875,1
72,111.6,8012.75,Female,0,No,No,Yes,Yes,Fiber optic,109.76369863013699,0
10,86.65,856.65,Male,1,Yes,No,Yes,Yes,Fiber optic,77.87727272727273,1
10,55.55,551.3,Female,0,Yes,Yes,Yes,No,DSL,50.11818181818182,0
11,20.55,184.95,Male,0,Yes,No,Yes,No,No,15.4125,0
37,106.75,4056.75,Female,1,No,No,Yes,Yes,Fiber optic,106.75657894736842,1
17,62.1,1096.65,Male,0,Yes,Yes,Yes,Yes,DSL,60.925000000000004,0
36,104.5,3684.95,Female,0,Yes,Yes,Yes,Yes,Fiber optic,99.59324324324324,0
17,101.8,1752.45,Male,1,No,No,Yes,No,Fiber optic,97.35833333333333,0
66,110.6,7210.85,Female,1,Yes,Yes,Yes,Yes,Fiber optic,107.62462686567164,0
61,84.9,5264.5,Male,0,Yes,Yes,Yes,No,DSL,84.91129032258064,0
22,93.2,2157.3,Male,0,No,No,Yes,No,Fiber optic,93.79565217391306,0
1,24.4,24.4,Male,0,No,No,No,No phone service,DSL,12.2,0
6,70.55,433.95,Female,0,No,No,Yes,No,Fiber optic,61.99285714285714,0
31,78.45,2435.15,Male,0,No,No,Yes,No,Fiber optic,76.0984375,1
68,85.0,5607.75,Female,0,Yes,Yes,Yes,No,DSL,81.27173913043478,0
34,87.45,2874.15,Female,0,Yes,Yes,Yes,Yes,Fiber optic,82.11857142857143,1
52,85.8,4433.3,Female,0,Yes,Yes,Yes,No,Fiber optic,83.64716981132077,0
10,91.1,964.35,Female,0,No,Yes,Yes,No,Fiber optic,87.66818181818182,0
29,70.75,1974.8,Male,0,Yes,Yes,Yes,No,Fiber optic,65.82666666666667,1
72,20.1,1460.85,Female,0,Yes,Yes,Yes,No,No,20.011643835616436,0
47,20.05,951.55,Male,0,Yes,Yes,Yes,No,No,19.823958333333334,0
24,74.8,1821.2,Male,0,Yes,Yes,Yes,Yes,DSL,72.848,0
65,24.8,1600.95,Male,0,No,No,Yes,Yes,No,24.256818181818183,0
4,100.85,399.25,Female,0,No,No,Yes,Yes,Fiber optic,79.85,0
12,101.35,1218.55,Male,1,Yes,No,Yes,Yes,Fiber optic,93.73461538461538,1
1,81.7,81.7,Male,0,No,No,Yes,Yes,Fiber optic,40.85,1
33,68.25,2171.15,Male,0,No,No,Yes,No,Fiber optic,63.85735294117647,1
34,105.1,3634.8,Female,0,No,No,Yes,No,Fiber optic,103.85142857142857,0
14,20.4,292.4,Female,0,Yes,No,Yes,No,No,19.493333333333332,0
4,79.15,317.25,Female,0,No,No,Yes,No,Fiber optic,63.45,1
13,20.0,218.55,Male,0,Yes,Yes,Yes,No,No,15.610714285714286,0
65,79.4,5071.9,Female,0,Yes,Yes,Yes,Yes,DSL,76.8469696969697,0
23,57.2,1423.35,Male,0,Yes,Yes,Yes,No,DSL,59.30625,0
55,58.6,3068.6,Male,0,Yes,No,Yes,No,DSL,54.79642857142857,0
49,94.8,4690.65,Male,0,Yes,No,Yes,No,Fiber optic,93.81299999999999,0
60,102.5,6157.6,Male,0,Yes,No,Yes,Yes,Fiber optic,100.94426229508197,0
69,20.35,1442.65,Female,0,Yes,Yes,Yes,No,No,20.609285714285715,0
40,84.9,3369.05,Male,0,No,No,Yes,Yes,Fiber optic,82.1719512195122,0
67,69.2,4671.65,Male,0,Yes,No,Yes,No,DSL,68.70073529411764,0
35,95.45,3474.05,Male,1,No,No,Yes,Yes,Fiber optic,96.5013888888889,1
19,100.95,1875.55,Male,0,Yes,Yes,Yes,Yes,Fiber optic,93.7775,1
13,20.85,272.35,Female,0,Yes,Yes,Yes,No,No,19.45357142857143,0
41,88.5,3645.05,Female,0,No,Yes,Yes,Yes,Fiber optic,86.78690476190476,0
4,35.0,135.75,Female,0,No,No,No,No phone service,DSL,27.15,0
24,55.15,1319.85,Female,0,Yes,Yes,Yes,No,DSL,52.794,0
5,50.95,229.4,Female,0,No,No,No,No phone service,DSL,38.233333333333334,0
5,64.0,370.25,Female,0,No,No,Yes,Yes,DSL,61.708333333333336,0
1,69.1,69.1,Female,0,Yes,Yes,Yes,No,Fiber optic,34.55,1
72,80.2,5714.2,Female,0,Yes,Yes,Yes,Yes,DSL,78.27671232876712,0
24,49.3,1233.25,Female,0,No,No,Yes,No,DSL,49.33,0
42,84.35,3571.6,Female,0,Yes,No,Yes,Yes,DSL,83.06046511627906,0
4,20.05,83.3,Female,0,No,No,Yes,No,No,16.66,0
68,117.2,8035.95,Male,0,No,No,Yes,Yes,Fiber optic,116.46304347826087,0
33,20.1,579.4,Female,0,Yes,Yes,Yes,No,No,17.041176470588233,0
1,69.6,69.6,Female,1,No,No,Yes,No,Fiber optic,34.8,1
31,103.45,3066.45,Male,0,No,No,Yes,Yes,Fiber optic,95.8265625,1
4,77.95,305.55,Female,0,No,No,Yes,Yes,Fiber optic,61.11,1
69,109.95,7634.25,Male,1,Yes,No,Yes,Yes,Fiber optic,109.06071428571428,0
38,94.75,3653.0,Male,1,No,No,Yes,Yes,Fiber optic,93.66666666666667,0
3,80.0,241.3,Female,0,Yes,Yes,Yes,No,Fiber optic,60.325,0
48,79.65,3870.3,Female,0,Yes,Yes,Yes,Yes,DSL,78.9857142857143,0
15,25.2,387.9,Female,0,Yes,No,Yes,Yes,No,24.24375,0
25,19.9,527.5,Female,0,No,No,Yes,No,No,20.28846153846154,0
1,78.45,78.45,Female,1,No,No,Yes,No,Fiber optic,39.225,1
48,44.8,2104.55,Female,0,No,No,No,No phone service,DSL,42.95,0
1,20.3,20.3,Male,0,No,No,Yes,No,No,10.15,0
1,19.2,19.2,Male,0,No,No,Yes,No,No,9.6,0
37,80.05,3019.1,Female,0,No,No,Yes,No,Fiber optic,79.45,0
66,107.35,7051.95,Male,1,Yes,No,Yes,Yes,Fiber optic,105.25298507462686,0
26,47.85,1190.5,Female,0,Yes,No,No,No phone service,DSL,44.092592592592595,0
63,70.8,4448.8,Male,0,Yes,No,Yes,No,DSL,69.5125,0
10,29.5,255.25,Male,0,No,No,No,No phone service,DSL,23.204545454545453,1
2,70.75,146.9,Female,0,No,No,Yes,No,DSL,48.96666666666667,1
18,59.1,1011.05,Male,1,Yes,No,Yes,No,DSL,53.21315789473684,0
64,25.55,1714.95,Female,0,Yes,No,Yes,Yes,No,26.383846153846154,0
9,84.45,762.5,Female,1,No,No,Yes,Yes,Fiber optic,76.25,1
28,20.25,535.35,Female,0,No,Yes,Yes,No,No,18.46034482758621,0
1,75.55,75.55,Female,0,No,No,Yes,No,Fiber optic,37.775,0
4,85.65,338.9,Male,0,No,No,Yes,Yes,Fiber optic,67.78,1
38,70.15,2497.35,Male,1,No,No,Yes,No,DSL,64.03461538461538,1
66,95.3,6273.4,Male,0,Yes,No,Yes,Yes,Fiber optic,93.63283582089552,0
1,70.25,70.25,Female,0,No,No,Yes,No,Fiber optic,35.125,0
18,50.3,908.75,Female,0,Yes,No,Yes,No,DSL,47.828947368421055,0
51,97.8,4913.3,Male,1,No,No,Yes,Yes,Fiber optic,94.48653846153846,1
0,19.85,2283.3004408418656,Male,0,Yes,Yes,Yes,No,No,2283.3004408418656,0
1,46.3,46.3,Male,0,No,No,Yes,No,DSL,23.15,1
12,19.35,212.3,Male,0,No,Yes,Yes,No,No,16.33076923076923,0
41,106.3,4443.45,Female,0,No,No,Yes,Yes,Fiber optic,105.79642857142856,1
12,25.0,316.2,Male,0,No,No,Yes,Yes,No,24.323076923076922,0
55,20.3,1079.05,Female,0,Yes,Yes,Yes,No,No,19.26875,0
7,75.35,564.65,Female,0,No,No,Yes,Yes,Fiber optic,70.58125,0
12,89.4,1095.65,Female,0,No,No,Yes,No,Fiber optic,84.28076923076924,1
